date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:26:55	266/266	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Mar%202026%2009:26:57%20GMT	https://studio-onto.com/robots.txt		(from )
09:26:56	4650/4650	---M-Z	200	added ('OK')	text/html	etag:%22122a-62781c7b714ea-gzip%22	https://studio-onto.com/	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/index.html	(from )
09:26:57	3234/3234	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%22ca2-61fbbdaa85a29%22	https://studio-onto.com/favicon.ico	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/favicon.ico	(from https://studio-onto.com/)
09:26:57	458995/458995	---MC-	200	added ('OK')	application/javascript	date:Mon,%2016%20Mar%202026%2009:26:58%20GMT	https://www.googletagmanager.com/gtag/js?id=G-ZT0G87CKQ5	C:/Mes%20Sites%20Web/ontootiginal/www.googletagmanager.com/gtag/js3b59	(from https://studio-onto.com/)
09:26:57	58753/58753	---M-Z	200	added ('OK')	text/css	etag:%22e581-626cdd6c99b3f-gzip%22	https://studio-onto.com/dist/index.css	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/dist/index.css	(from https://studio-onto.com/)
09:26:58	305542/305542	---M--	200	added ('OK')	text/javascript	etag:%224a986-61f3c98bc128f%22	https://studio-onto.com/libs/lottie.js	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/libs/lottie.js	(from https://studio-onto.com/)
09:26:59	1440149/1440149	---M--	200	added ('OK')	text/javascript	etag:%2215f995-626cdd6cf968f%22	https://studio-onto.com/dist/index.js	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/dist/index.js	(from https://studio-onto.com/)
09:27:00	11124/11124	---M-Z	200	added ('OK')	text/html	etag:%222b74-626c961b0fd9e;61fbbd8bf441f	https://studio-onto.com/work	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/work.html	(from https://studio-onto.com/)
09:27:00	1842/1842	---M--	200	added ('OK')	image/svg+xml	etag:%22732-61f3c985de49f%22	https://studio-onto.com/img/logo.svg	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/logo.svg	(from https://studio-onto.com/)
09:27:00	33330/33330	---M--	200	added ('OK')	image/jpeg	etag:%228232-61f8bd78c85a9%22	https://studio-onto.com/img/newreel.jpg	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/img/newreel.jpg	(from https://studio-onto.com/)
09:27:01	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2016%20Mar%202026%2009:27:03%20GMT	https://www.googletagmanager.com/robots.txt		(from https://studio-onto.com/)
09:27:01	40384/40384	---M--	200	added ('OK')	font/woff2	etag:%229dc0-626cdd6fa6021%22	https://studio-onto.com/dist/SaansTRIAL-MediumItalic.e6760046.woff2	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/dist/SaansTRIAL-MediumItalic.e6760046.woff2	(from https://studio-onto.com/dist/index.css)
09:27:01	56928/56928	---M--	200	added ('OK')	application/font-woff	etag:%22de60-626cdd6f84cdb%22	https://studio-onto.com/dist/SaansTRIAL-MediumItalic.781a7173.woff	C:/Mes%20Sites%20Web/ontootiginal/studio-onto.com/dist/SaansTRIAL-MediumItalic.781a7173.woff	(from https://studio-onto.com/dist/index.css)
